"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,245,"URY","Uruguay",237,"URY","Uruguay","URUGUAY","Uruguay","Uruguay|República Oriental del Uruguay",NA,NA,NA,"Uruguay ","Uruguay ","<U+0423><U+0440><U+0443><U+0433><U+0432><U+0430><U+0439>","<U+0623><U+0648><U+0631><U+063A><U+0648><U+0627><U+064A>","<U+4E4C><U+62C9><U+572D> ",NA,NA,"Uruguay","UY",NA,"UY",858,"~1900","Present",3337080,178140.797,18.7328228917714,"South America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Upper middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
