,Fecha,Indicador,Territorio,Valor
6986,2020-07-18T00:00:00,Casos activos,Río Negro,0
6987,2020-07-18T00:00:00,Casos activos,Rivera,0
6988,2020-07-18T00:00:00,Casos activos,Rocha,1
6989,2020-07-18T00:00:00,Casos activos,Salto,0
6990,2020-07-18T00:00:00,Casos activos,San José,0
6991,2020-07-18T00:00:00,Casos activos,Soriano,0
6992,2020-07-18T00:00:00,Casos activos,Tacuarembó,3
6993,2020-07-18T00:00:00,Casos activos,Treinta y Tres,12
6994,2020-07-18T00:00:00,Casos recuperados,Artigas,5
6995,2020-07-18T00:00:00,Casos recuperados,Canelones,116
6996,2020-07-18T00:00:00,Casos recuperados,Cerro Largo ,1
6997,2020-07-18T00:00:00,Casos recuperados,Colonia,13
6998,2020-07-18T00:00:00,Casos recuperados,Durazno,1
6999,2020-07-18T00:00:00,Casos recuperados,Flores,2
7000,2020-07-18T00:00:00,Casos recuperados,Florida,0
7001,2020-07-18T00:00:00,Casos recuperados,Lavalleja,4
7002,2020-07-18T00:00:00,Casos recuperados,Maldonado,38
7003,2020-07-18T00:00:00,Casos recuperados,Montevideo,563
7004,2020-07-18T00:00:00,Casos recuperados,Paysandú,2
7005,2020-07-18T00:00:00,Casos recuperados,Río Negro,10
7006,2020-07-18T00:00:00,Casos recuperados,Rivera,54
7007,2020-07-18T00:00:00,Casos recuperados,Rocha,2
7008,2020-07-18T00:00:00,Casos recuperados,Salto,12
7009,2020-07-18T00:00:00,Casos recuperados,San José,7
7010,2020-07-18T00:00:00,Casos recuperados,Soriano,1
7011,2020-07-18T00:00:00,Casos recuperados,Tacuarembó,2
7012,2020-07-18T00:00:00,Casos recuperados,Treinta y Tres,88
7013,2020-07-18T00:00:00,Fallecidos,Artigas,0
7014,2020-07-18T00:00:00,Fallecidos,Canelones,3
7015,2020-07-18T00:00:00,Fallecidos,Cerro Largo ,1
7016,2020-07-18T00:00:00,Fallecidos,Colonia,0
7017,2020-07-18T00:00:00,Fallecidos,Durazno,0
7018,2020-07-18T00:00:00,Fallecidos,Flores,0
7019,2020-07-18T00:00:00,Fallecidos,Florida,0
7020,2020-07-18T00:00:00,Fallecidos,Lavalleja,0
7021,2020-07-18T00:00:00,Fallecidos,Maldonado,4
7022,2020-07-18T00:00:00,Fallecidos,Montevideo,19
7023,2020-07-18T00:00:00,Fallecidos,Paysandú,0
7024,2020-07-18T00:00:00,Fallecidos,Río Negro,0
7025,2020-07-18T00:00:00,Fallecidos,Rivera,3
7026,2020-07-18T00:00:00,Fallecidos,Rocha,0
7027,2020-07-18T00:00:00,Fallecidos,Salto,1
7028,2020-07-18T00:00:00,Fallecidos,San José,0
7029,2020-07-18T00:00:00,Fallecidos,Soriano,1
7030,2020-07-18T00:00:00,Fallecidos,Tacuarembó,0
7031,2020-07-18T00:00:00,Fallecidos,Treinta y Tres,1
7032,2020-07-18T00:00:00,Personal de la salud  Confirmados ,Todo el país,172
7033,2020-07-18T00:00:00,Personal de la salud  Recuperados ,Todo el país,147
7034,2020-07-18T00:00:00,Personal de la salud  Activos ,Todo el país,24
7035,2020-07-18T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7036,2020-07-18T00:00:00,Cantidad de Tests  Positivos ,Todo el país,11
7037,2020-07-18T00:00:00,Cantidad de Tests  Negativos ,Todo el país,1335
7038,2020-07-18T00:00:00,Personas en CTI,Todo el país,3
7039,2020-07-18T00:00:00,Personas en CI,Todo el país,0
7040,2020-07-18T00:00:00,Fallecidos ,Todo el país,33
7041,2020-07-18T00:00:00,Casos nuevos ,Todo el país,7
7042,2020-07-19T00:00:00,Casos activos,Artigas,2
7043,2020-07-19T00:00:00,Casos activos,Canelones,7
7044,2020-07-19T00:00:00,Casos activos,Cerro Largo ,8
7045,2020-07-19T00:00:00,Casos activos,Colonia,0
7046,2020-07-19T00:00:00,Casos activos,Durazno,0
7047,2020-07-19T00:00:00,Casos activos,Flores,0
7048,2020-07-19T00:00:00,Casos activos,Florida,0
7049,2020-07-19T00:00:00,Casos activos,Lavalleja,0
7050,2020-07-19T00:00:00,Casos activos,Maldonado,2
7051,2020-07-19T00:00:00,Casos activos,Montevideo,63
7052,2020-07-19T00:00:00,Casos activos,Paysandú,0
7053,2020-07-19T00:00:00,Casos activos,Río Negro,0
7054,2020-07-19T00:00:00,Casos activos,Rivera,0
7055,2020-07-19T00:00:00,Casos activos,Rocha,2
7056,2020-07-19T00:00:00,Casos activos,Salto,0
7057,2020-07-19T00:00:00,Casos activos,San José,0
7058,2020-07-19T00:00:00,Casos activos,Soriano,0
7059,2020-07-19T00:00:00,Casos activos,Tacuarembó,3
7060,2020-07-19T00:00:00,Casos activos,Treinta y Tres,12
7061,2020-07-19T00:00:00,Casos recuperados,Artigas,5
7062,2020-07-19T00:00:00,Casos recuperados,Canelones,116
7063,2020-07-19T00:00:00,Casos recuperados,Cerro Largo ,1
7064,2020-07-19T00:00:00,Casos recuperados,Colonia,13
7065,2020-07-19T00:00:00,Casos recuperados,Durazno,1
7066,2020-07-19T00:00:00,Casos recuperados,Flores,2
7067,2020-07-19T00:00:00,Casos recuperados,Florida,0
7068,2020-07-19T00:00:00,Casos recuperados,Lavalleja,4
7069,2020-07-19T00:00:00,Casos recuperados,Maldonado,38
7070,2020-07-19T00:00:00,Casos recuperados,Montevideo,563
7071,2020-07-19T00:00:00,Casos recuperados,Paysandú,2
7072,2020-07-19T00:00:00,Casos recuperados,Río Negro,10
7073,2020-07-19T00:00:00,Casos recuperados,Rivera,54
7074,2020-07-19T00:00:00,Casos recuperados,Rocha,2
7075,2020-07-19T00:00:00,Casos recuperados,Salto,12
7076,2020-07-19T00:00:00,Casos recuperados,San José,7
7077,2020-07-19T00:00:00,Casos recuperados,Soriano,1
7078,2020-07-19T00:00:00,Casos recuperados,Tacuarembó,2
7079,2020-07-19T00:00:00,Casos recuperados,Treinta y Tres,89
7080,2020-07-19T00:00:00,Fallecidos,Artigas,0
7081,2020-07-19T00:00:00,Fallecidos,Canelones,3
7082,2020-07-19T00:00:00,Fallecidos,Cerro Largo ,1
7083,2020-07-19T00:00:00,Fallecidos,Colonia,0
7084,2020-07-19T00:00:00,Fallecidos,Durazno,0
7085,2020-07-19T00:00:00,Fallecidos,Flores,0
7086,2020-07-19T00:00:00,Fallecidos,Florida,0
7087,2020-07-19T00:00:00,Fallecidos,Lavalleja,0
7088,2020-07-19T00:00:00,Fallecidos,Maldonado,4
7089,2020-07-19T00:00:00,Fallecidos,Montevideo,19
7090,2020-07-19T00:00:00,Fallecidos,Paysandú,0
7091,2020-07-19T00:00:00,Fallecidos,Río Negro,0
7092,2020-07-19T00:00:00,Fallecidos,Rivera,3
7093,2020-07-19T00:00:00,Fallecidos,Rocha,0
7094,2020-07-19T00:00:00,Fallecidos,Salto,1
7095,2020-07-19T00:00:00,Fallecidos,San José,0
7096,2020-07-19T00:00:00,Fallecidos,Soriano,1
7097,2020-07-19T00:00:00,Fallecidos,Tacuarembó,0
7098,2020-07-19T00:00:00,Fallecidos,Treinta y Tres,1
7099,2020-07-19T00:00:00,Personal de la salud  Confirmados ,Todo el país,175
7100,2020-07-19T00:00:00,Personal de la salud  Recuperados ,Todo el país,147
7101,2020-07-19T00:00:00,Personal de la salud  Activos ,Todo el país,27
7102,2020-07-19T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7103,2020-07-19T00:00:00,Cantidad de Tests  Positivos ,Todo el país,8
7104,2020-07-19T00:00:00,Cantidad de Tests  Negativos ,Todo el país,1254
7105,2020-07-19T00:00:00,Personas en CTI,Todo el país,3
7106,2020-07-19T00:00:00,Personas en CI,Todo el país,0
7107,2020-07-19T00:00:00,Fallecidos ,Todo el país,33
7108,2020-07-19T00:00:00,Casos nuevos ,Todo el país,10
7109,2020-07-20T00:00:00,Casos activos,Artigas,2
7110,2020-07-20T00:00:00,Casos activos,Canelones,11
7111,2020-07-20T00:00:00,Casos activos,Cerro Largo ,8
7112,2020-07-20T00:00:00,Casos activos,Colonia,0
7113,2020-07-20T00:00:00,Casos activos,Durazno,0
7114,2020-07-20T00:00:00,Casos activos,Flores,0
7115,2020-07-20T00:00:00,Casos activos,Florida,0
7116,2020-07-20T00:00:00,Casos activos,Lavalleja,0
7117,2020-07-20T00:00:00,Casos activos,Maldonado,2
7118,2020-07-20T00:00:00,Casos activos,Montevideo,67
7119,2020-07-20T00:00:00,Casos activos,Paysandú,0
7120,2020-07-20T00:00:00,Casos activos,Río Negro,0
7121,2020-07-20T00:00:00,Casos activos,Rivera,1
7122,2020-07-20T00:00:00,Casos activos,Rocha,2
7123,2020-07-20T00:00:00,Casos activos,Salto,0
7124,2020-07-20T00:00:00,Casos activos,San José,1
7125,2020-07-20T00:00:00,Casos activos,Soriano,0
7126,2020-07-20T00:00:00,Casos activos,Tacuarembó,2
7127,2020-07-20T00:00:00,Casos activos,Treinta y Tres,8
7128,2020-07-20T00:00:00,Casos recuperados,Artigas,5
7129,2020-07-20T00:00:00,Casos recuperados,Canelones,116
7130,2020-07-20T00:00:00,Casos recuperados,Cerro Largo ,1
7131,2020-07-20T00:00:00,Casos recuperados,Colonia,13
7132,2020-07-20T00:00:00,Casos recuperados,Durazno,1
7133,2020-07-20T00:00:00,Casos recuperados,Flores,2
7134,2020-07-20T00:00:00,Casos recuperados,Florida,0
7135,2020-07-20T00:00:00,Casos recuperados,Lavalleja,4
7136,2020-07-20T00:00:00,Casos recuperados,Maldonado,38
7137,2020-07-20T00:00:00,Casos recuperados,Montevideo,563
7138,2020-07-20T00:00:00,Casos recuperados,Paysandú,2
7139,2020-07-20T00:00:00,Casos recuperados,Río Negro,10
7140,2020-07-20T00:00:00,Casos recuperados,Rivera,54
7141,2020-08-08T00:00:00,Casos activos,Montevideo,117
7142,2020-08-08T00:00:00,Casos activos,Paysandú,1
7143,2020-08-08T00:00:00,Casos activos,Río Negro,2
7144,2020-08-08T00:00:00,Casos activos,Rivera,5
7145,2020-08-08T00:00:00,Casos activos,Rocha,1
7146,2020-08-08T00:00:00,Casos activos,Salto,2
7147,2020-08-08T00:00:00,Casos activos,San José,7
7148,2020-08-08T00:00:00,Casos activos,Soriano,0
7149,2020-08-08T00:00:00,Casos activos,Tacuarembó,0
7150,2020-08-08T00:00:00,Casos activos,Treinta y Tres,1
7151,2020-08-08T00:00:00,Casos recuperados,Artigas,13
7152,2020-08-08T00:00:00,Casos recuperados,Canelones,135
7153,2020-08-08T00:00:00,Casos recuperados,Cerro Largo ,11
7154,2020-08-08T00:00:00,Casos recuperados,Colonia,13
7155,2020-08-08T00:00:00,Casos recuperados,Durazno,1
7156,2020-08-08T00:00:00,Casos recuperados,Flores,2
7157,2020-08-08T00:00:00,Casos recuperados,Florida,0
7158,2020-08-08T00:00:00,Casos recuperados,Lavalleja,4
7159,2020-08-08T00:00:00,Casos recuperados,Maldonado,47
7160,2020-08-08T00:00:00,Casos recuperados,Montevideo,681
7161,2020-08-08T00:00:00,Casos recuperados,Paysandú,3
7162,2020-08-08T00:00:00,Casos recuperados,Río Negro,10
7163,2020-08-08T00:00:00,Casos recuperados,Rivera,57
7164,2020-08-08T00:00:00,Casos recuperados,Rocha,6
7165,2020-08-08T00:00:00,Casos recuperados,Salto,14
7166,2020-08-08T00:00:00,Casos recuperados,San José,10
7167,2020-08-08T00:00:00,Casos recuperados,Soriano,1
7168,2020-08-08T00:00:00,Casos recuperados,Tacuarembó,5
7169,2020-08-08T00:00:00,Casos recuperados,Treinta y Tres,99
7170,2020-07-20T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7171,2020-07-20T00:00:00,Cantidad de Tests  Positivos ,Todo el país,22
7172,2020-07-20T00:00:00,Cantidad de Tests  Negativos ,Todo el país,2011
7173,2020-07-20T00:00:00,Personas en CTI,Todo el país,3
7174,2020-07-20T00:00:00,Personas en CI,Todo el país,0
7175,2020-07-20T00:00:00,Fallecidos ,Todo el país,33
7176,2020-07-20T00:00:00,Casos nuevos ,Todo el país,10
7177,2020-07-21T00:00:00,Casos activos,Artigas,3
7178,2020-07-21T00:00:00,Casos activos,Canelones,15
7179,2020-07-21T00:00:00,Casos activos,Cerro Largo ,8
7180,2020-07-21T00:00:00,Casos activos,Colonia,0
7181,2020-07-21T00:00:00,Casos activos,Durazno,0
7182,2020-07-21T00:00:00,Casos activos,Flores,0
7183,2020-07-21T00:00:00,Casos activos,Florida,0
7184,2020-07-21T00:00:00,Casos activos,Lavalleja,0
7185,2020-07-21T00:00:00,Casos activos,Maldonado,3
7186,2020-07-21T00:00:00,Casos activos,Montevideo,90
7187,2020-07-21T00:00:00,Casos activos,Paysandú,0
7188,2020-07-21T00:00:00,Casos activos,Río Negro,0
7189,2020-07-21T00:00:00,Casos activos,Rivera,3
7190,2020-07-21T00:00:00,Casos activos,Rocha,2
7191,2020-07-21T00:00:00,Casos activos,Salto,0
7192,2020-07-21T00:00:00,Casos activos,San José,1
7193,2020-07-21T00:00:00,Casos activos,Soriano,0
7194,2020-07-21T00:00:00,Casos activos,Tacuarembó,1
7195,2020-07-21T00:00:00,Casos activos,Treinta y Tres,8
7196,2020-07-21T00:00:00,Casos recuperados,Artigas,5
7197,2020-07-21T00:00:00,Casos recuperados,Canelones,116
7198,2020-07-21T00:00:00,Casos recuperados,Cerro Largo ,1
7199,2020-07-21T00:00:00,Casos recuperados,Colonia,13
7200,2020-07-21T00:00:00,Casos recuperados,Durazno,1
7201,2020-07-21T00:00:00,Casos recuperados,Flores,2
7202,2020-07-21T00:00:00,Casos recuperados,Florida,0
7203,2020-07-21T00:00:00,Casos recuperados,Lavalleja,4
7204,2020-07-21T00:00:00,Casos recuperados,Maldonado,38
7205,2020-07-21T00:00:00,Casos recuperados,Montevideo,564
7206,2020-07-21T00:00:00,Casos recuperados,Paysandú,2
7207,2020-07-21T00:00:00,Casos recuperados,Río Negro,10
7208,2020-07-21T00:00:00,Casos recuperados,Rivera,54
7209,2020-07-21T00:00:00,Casos recuperados,Rocha,2
7210,2020-07-21T00:00:00,Casos recuperados,Salto,12
7211,2020-07-21T00:00:00,Casos recuperados,San José,7
7212,2020-07-21T00:00:00,Casos recuperados,Soriano,1
7213,2020-07-21T00:00:00,Casos recuperados,Tacuarembó,4
7214,2020-07-21T00:00:00,Casos recuperados,Treinta y Tres,93
7215,2020-07-21T00:00:00,Fallecidos,Artigas,0
7216,2020-07-21T00:00:00,Fallecidos,Canelones,3
7217,2020-07-21T00:00:00,Fallecidos,Cerro Largo ,1
7218,2020-07-21T00:00:00,Fallecidos,Colonia,0
7219,2020-07-21T00:00:00,Fallecidos,Durazno,0
7220,2020-07-21T00:00:00,Fallecidos,Flores,0
7221,2020-07-21T00:00:00,Fallecidos,Florida,0
7222,2020-07-21T00:00:00,Fallecidos,Lavalleja,0
7223,2020-07-21T00:00:00,Fallecidos,Maldonado,4
7224,2020-07-21T00:00:00,Fallecidos,Montevideo,19
7225,2020-07-21T00:00:00,Fallecidos,Paysandú,0
7226,2020-07-21T00:00:00,Fallecidos,Río Negro,0
7227,2020-07-21T00:00:00,Fallecidos,Rivera,3
7228,2020-07-21T00:00:00,Fallecidos,Rocha,0
7229,2020-07-21T00:00:00,Fallecidos,Salto,1
7230,2020-07-21T00:00:00,Fallecidos,San José,0
7231,2020-07-21T00:00:00,Fallecidos,Soriano,1
7232,2020-07-21T00:00:00,Fallecidos,Tacuarembó,0
7233,2020-07-21T00:00:00,Fallecidos,Treinta y Tres,1
7234,2020-07-21T00:00:00,Personal de la salud  Confirmados ,Todo el país,186
7235,2020-07-21T00:00:00,Personal de la salud  Recuperados ,Todo el país,147
7236,2020-07-21T00:00:00,Personal de la salud  Activos ,Todo el país,38
7237,2020-07-21T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7238,2020-07-21T00:00:00,Cantidad de Tests  Positivos ,Todo el país,12
7239,2020-07-21T00:00:00,Cantidad de Tests  Negativos ,Todo el país,1395
7240,2020-07-21T00:00:00,Personas en CTI,Todo el país,4
7241,2020-07-21T00:00:00,Personas en CI,Todo el país,0
7242,2020-07-21T00:00:00,Fallecidos ,Todo el país,33
7243,2020-07-21T00:00:00,Casos nuevos ,Todo el país,32
7244,2020-07-22T00:00:00,Casos activos,Artigas,2
7245,2020-07-22T00:00:00,Casos activos,Canelones,20
7246,2020-07-22T00:00:00,Casos activos,Cerro Largo ,9
7247,2020-07-22T00:00:00,Casos activos,Colonia,0
7248,2020-07-22T00:00:00,Casos activos,Durazno,0
7249,2020-07-22T00:00:00,Casos activos,Flores,0
7250,2020-07-22T00:00:00,Casos activos,Florida,0
7251,2020-07-22T00:00:00,Casos activos,Lavalleja,0
7252,2020-07-22T00:00:00,Casos activos,Maldonado,3
7253,2020-07-22T00:00:00,Casos activos,Montevideo,104
7254,2020-07-22T00:00:00,Casos activos,Paysandú,1
7255,2020-07-22T00:00:00,Casos activos,Río Negro,0
7256,2020-07-22T00:00:00,Casos activos,Rivera,1
7257,2020-07-22T00:00:00,Casos activos,Rocha,2
7258,2020-07-22T00:00:00,Casos activos,Salto,0
7259,2020-07-22T00:00:00,Casos activos,San José,1
7260,2020-07-22T00:00:00,Casos activos,Soriano,0
7261,2020-07-22T00:00:00,Casos activos,Tacuarembó,1
7262,2020-07-22T00:00:00,Casos activos,Treinta y Tres,5
7263,2020-07-22T00:00:00,Casos recuperados,Artigas,6
7264,2020-07-22T00:00:00,Casos recuperados,Canelones,116
7265,2020-07-22T00:00:00,Casos recuperados,Cerro Largo ,1
7266,2020-07-22T00:00:00,Casos recuperados,Colonia,13
7267,2020-07-22T00:00:00,Casos recuperados,Durazno,1
7268,2020-07-22T00:00:00,Casos recuperados,Flores,2
7269,2020-07-22T00:00:00,Casos recuperados,Florida,0
7270,2020-07-22T00:00:00,Casos recuperados,Lavalleja,4
7271,2020-07-22T00:00:00,Casos recuperados,Maldonado,38
7272,2020-07-22T00:00:00,Casos recuperados,Montevideo,566
7273,2020-07-22T00:00:00,Casos recuperados,Paysandú,2
7274,2020-07-22T00:00:00,Casos recuperados,Río Negro,10
7275,2020-07-22T00:00:00,Casos recuperados,Rivera,54
7276,2020-07-22T00:00:00,Casos recuperados,Rocha,2
7277,2020-07-22T00:00:00,Casos recuperados,Salto,12
7278,2020-07-22T00:00:00,Casos recuperados,San José,7
7279,2020-07-22T00:00:00,Casos recuperados,Soriano,1
7280,2020-07-22T00:00:00,Casos recuperados,Tacuarembó,4
7281,2020-07-22T00:00:00,Casos recuperados,Treinta y Tres,95
7282,2020-07-22T00:00:00,Fallecidos,Artigas,0
7283,2020-07-22T00:00:00,Fallecidos,Canelones,3
7284,2020-07-22T00:00:00,Fallecidos,Cerro Largo ,1
7285,2020-07-22T00:00:00,Fallecidos,Colonia,0
7286,2020-07-22T00:00:00,Fallecidos,Durazno,0
7287,2020-07-22T00:00:00,Fallecidos,Flores,0
7288,2020-07-22T00:00:00,Fallecidos,Florida,0
7289,2020-07-22T00:00:00,Fallecidos,Lavalleja,0
7290,2020-07-22T00:00:00,Fallecidos,Maldonado,4
7291,2020-07-22T00:00:00,Fallecidos,Montevideo,19
7292,2020-07-22T00:00:00,Fallecidos,Paysandú,0
7293,2020-07-22T00:00:00,Fallecidos,Río Negro,0
7294,2020-07-22T00:00:00,Fallecidos,Rivera,3
7295,2020-07-22T00:00:00,Fallecidos,Rocha,0
7296,2020-07-22T00:00:00,Fallecidos,Salto,1
7297,2020-07-22T00:00:00,Fallecidos,San José,0
7298,2020-07-22T00:00:00,Fallecidos,Soriano,1
7299,2020-07-22T00:00:00,Fallecidos,Tacuarembó,0
7300,2020-07-22T00:00:00,Fallecidos,Treinta y Tres,2
7301,2020-07-22T00:00:00,Personal de la salud  Confirmados ,Todo el país,231
7302,2020-07-22T00:00:00,Personal de la salud  Recuperados ,Todo el país,184
7303,2020-07-22T00:00:00,Personal de la salud  Activos ,Todo el país,46
7304,2020-07-22T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7305,2020-07-22T00:00:00,Cantidad de Tests  Positivos ,Todo el país,36
7306,2020-07-22T00:00:00,Cantidad de Tests  Negativos ,Todo el país,3064
7307,2020-07-22T00:00:00,Personas en CTI,Todo el país,3
7308,2020-07-22T00:00:00,Personas en CI,Todo el país,0
7309,2020-07-22T00:00:00,Fallecidos ,Todo el país,34
7310,2020-07-22T00:00:00,Casos nuevos ,Todo el país,21
7311,2020-07-23T00:00:00,Casos activos,Artigas,3
7312,2020-07-23T00:00:00,Casos activos,Canelones,25
7313,2020-07-23T00:00:00,Casos activos,Cerro Largo ,6
7314,2020-07-23T00:00:00,Casos activos,Colonia,0
7315,2020-07-23T00:00:00,Casos activos,Durazno,0
7316,2020-07-23T00:00:00,Casos activos,Flores,0
7317,2020-07-23T00:00:00,Casos activos,Florida,0
7318,2020-07-23T00:00:00,Casos activos,Lavalleja,0
7319,2020-07-23T00:00:00,Casos activos,Maldonado,2
7320,2020-07-23T00:00:00,Casos activos,Montevideo,120
7321,2020-07-23T00:00:00,Casos activos,Paysandú,1
7322,2020-07-23T00:00:00,Casos activos,Río Negro,0
7323,2020-07-23T00:00:00,Casos activos,Rivera,1
7324,2020-07-23T00:00:00,Casos activos,Rocha,2
7325,2020-07-23T00:00:00,Casos activos,Salto,0
7326,2020-07-23T00:00:00,Casos activos,San José,1
7327,2020-07-23T00:00:00,Casos activos,Soriano,0
7328,2020-07-23T00:00:00,Casos activos,Tacuarembó,1
7329,2020-07-23T00:00:00,Casos activos,Treinta y Tres,5
7330,2020-07-23T00:00:00,Casos recuperados,Artigas,6
7331,2020-07-23T00:00:00,Casos recuperados,Canelones,116
7332,2020-07-23T00:00:00,Casos recuperados,Cerro Largo ,5
7333,2020-07-23T00:00:00,Casos recuperados,Colonia,13
7334,2020-07-23T00:00:00,Casos recuperados,Durazno,1
7335,2020-07-23T00:00:00,Casos recuperados,Flores,2
7336,2020-07-23T00:00:00,Casos recuperados,Florida,0
7337,2020-07-23T00:00:00,Casos recuperados,Lavalleja,4
7338,2020-07-23T00:00:00,Casos recuperados,Maldonado,39
7339,2020-07-23T00:00:00,Casos recuperados,Montevideo,567
7340,2020-07-23T00:00:00,Casos recuperados,Paysandú,2
7341,2020-07-23T00:00:00,Casos recuperados,Río Negro,10
7342,2020-07-23T00:00:00,Casos recuperados,Rivera,54
7343,2020-07-23T00:00:00,Casos recuperados,Rocha,2
7344,2020-07-23T00:00:00,Casos recuperados,Salto,12
7345,2020-07-23T00:00:00,Casos recuperados,San José,7
7346,2020-07-23T00:00:00,Casos recuperados,Soriano,1
7347,2020-07-23T00:00:00,Casos recuperados,Tacuarembó,4
7348,2020-07-23T00:00:00,Casos recuperados,Treinta y Tres,95
7349,2020-07-23T00:00:00,Fallecidos,Artigas,0
7350,2020-07-23T00:00:00,Fallecidos,Canelones,3
7351,2020-07-23T00:00:00,Fallecidos,Cerro Largo ,1
7352,2020-07-23T00:00:00,Fallecidos,Colonia,0
7353,2020-07-23T00:00:00,Fallecidos,Durazno,0
7354,2020-07-23T00:00:00,Fallecidos,Flores,0
7355,2020-07-23T00:00:00,Fallecidos,Florida,0
7356,2020-07-23T00:00:00,Fallecidos,Lavalleja,0
7357,2020-07-23T00:00:00,Fallecidos,Maldonado,4
7358,2020-07-23T00:00:00,Fallecidos,Montevideo,19
7359,2020-07-23T00:00:00,Fallecidos,Paysandú,0
7360,2020-07-23T00:00:00,Fallecidos,Río Negro,0
7361,2020-07-23T00:00:00,Fallecidos,Rivera,3
7362,2020-07-23T00:00:00,Fallecidos,Rocha,0
7363,2020-07-23T00:00:00,Fallecidos,Salto,1
7364,2020-07-23T00:00:00,Fallecidos,San José,0
7365,2020-07-23T00:00:00,Fallecidos,Soriano,1
7366,2020-07-23T00:00:00,Fallecidos,Tacuarembó,0
7367,2020-07-23T00:00:00,Fallecidos,Treinta y Tres,2
7368,2020-07-23T00:00:00,Personal de la salud  Confirmados ,Todo el país,208
7369,2020-07-23T00:00:00,Personal de la salud  Recuperados ,Todo el país,148
7370,2020-07-23T00:00:00,Personal de la salud  Activos ,Todo el país,59
7371,2020-07-23T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
7372,2020-07-23T00:00:00,Cantidad de Tests  Positivos ,Todo el país,25
7373,2020-07-23T00:00:00,Cantidad de Tests  Negativos ,Todo el país,2291
7374,2020-07-23T00:00:00,Personas en CTI,Todo el país,3
7375,2020-07-23T00:00:00,Personas en CI,Todo el país,0
7376,2020-07-23T00:00:00,Fallecidos ,Todo el país,34
7377,2020-07-23T00:00:00,Casos nuevos ,Todo el país,21
7378,2020-07-24T00:00:00,Casos activos,Artigas,4
7379,2020-07-24T00:00:00,Casos activos,Canelones,27
7380,2020-07-24T00:00:00,Casos activos,Cerro Largo ,6
7381,2020-07-24T00:00:00,Casos activos,Colonia,1
7382,2020-07-24T00:00:00,Casos activos,Durazno,0
7383,2020-07-24T00:00:00,Casos activos,Flores,0
7384,2020-07-24T00:00:00,Casos activos,Florida,0
7385,2020-07-24T00:00:00,Casos activos,Lavalleja,0
7386,2020-07-24T00:00:00,Casos activos,Maldonado,2
7387,2020-07-24T00:00:00,Casos activos,Montevideo,128
7388,2020-07-24T00:00:00,Casos activos,Paysandú,1
7389,2020-07-24T00:00:00,Casos activos,Río Negro,0
7390,2020-07-24T00:00:00,Casos activos,Rivera,6
7391,2020-07-24T00:00:00,Casos activos,Rocha,4
7392,2020-11-24T00:00:00,Casos recuperados,Durazno,2
7393,2020-11-24T00:00:00,Casos recuperados,Flores,9
7394,2020-11-24T00:00:00,Casos recuperados,Florida,3
7395,2020-11-24T00:00:00,Casos recuperados,Lavalleja,11
7396,2020-11-24T00:00:00,Casos recuperados,Maldonado,88
7397,2020-11-24T00:00:00,Casos recuperados,Montevideo,2256
7398,2020-11-24T00:00:00,Casos recuperados,Paysandú,10
7399,2020-11-24T00:00:00,Casos recuperados,Río Negro,15
7400,2020-11-24T00:00:00,Casos recuperados,Rivera,490
7401,2020-11-24T00:00:00,Casos recuperados,Rocha,15
7402,2020-11-24T00:00:00,Casos recuperados,Salto,24
7403,2020-11-24T00:00:00,Casos recuperados,San José,66
7404,2020-11-24T00:00:00,Casos recuperados,Soriano,21
7405,2020-11-24T00:00:00,Casos recuperados,Tacuarembó,29
7406,2020-11-24T00:00:00,Casos recuperados,Treinta y Tres,113
7407,2020-07-24T00:00:00,Casos recuperados,Cerro Largo ,5
7408,2020-07-24T00:00:00,Casos recuperados,Colonia,13
7409,2020-07-24T00:00:00,Casos recuperados,Durazno,1
7410,2020-07-24T00:00:00,Casos recuperados,Flores,2
7411,2020-07-24T00:00:00,Casos recuperados,Florida,0
7412,2020-07-24T00:00:00,Casos recuperados,Lavalleja,4
7413,2020-07-24T00:00:00,Casos recuperados,Maldonado,40
7414,2020-07-24T00:00:00,Casos recuperados,Montevideo,571
7415,2020-07-24T00:00:00,Casos recuperados,Paysandú,2
7416,2020-07-24T00:00:00,Casos recuperados,Río Negro,10
7417,2020-07-24T00:00:00,Casos recuperados,Rivera,54
7418,2020-07-24T00:00:00,Casos recuperados,Rocha,2
7419,2020-07-24T00:00:00,Casos recuperados,Salto,12
7420,2020-07-24T00:00:00,Casos recuperados,San José,7
7421,2020-07-24T00:00:00,Casos recuperados,Soriano,1
7422,2020-07-24T00:00:00,Casos recuperados,Tacuarembó,5
7423,2020-07-24T00:00:00,Casos recuperados,Treinta y Tres,95
7424,2020-07-24T00:00:00,Fallecidos,Artigas,0
7425,2020-07-24T00:00:00,Fallecidos,Canelones,3
7426,2020-07-24T00:00:00,Fallecidos,Cerro Largo ,1
7427,2020-07-24T00:00:00,Fallecidos,Colonia,0
7428,2020-07-24T00:00:00,Fallecidos,Durazno,0
7429,2020-07-24T00:00:00,Fallecidos,Flores,0
