,Fecha,Indicador,Territorio,Valor
4182,2020-06-07T00:00:00,Casos activos,Treinta y Tres,0
4183,2020-06-07T00:00:00,Casos recuperados,Artigas,1
4184,2020-06-07T00:00:00,Casos recuperados,Canelones,101
4185,2020-06-07T00:00:00,Casos recuperados,Cerro Largo,0
4186,2020-06-07T00:00:00,Casos recuperados,Colonia,10
4187,2020-06-07T00:00:00,Casos recuperados,Durazno,1
4188,2020-06-07T00:00:00,Casos recuperados,Flores,1
4189,2020-06-07T00:00:00,Casos recuperados,Florida,0
4190,2020-06-07T00:00:00,Casos recuperados,Lavalleja,4
4191,2020-06-07T00:00:00,Casos recuperados,Maldonado,36
4192,2020-06-07T00:00:00,Casos recuperados,Montevideo,521
4193,2020-06-07T00:00:00,Casos recuperados,Paysandú,1
4194,2020-06-07T00:00:00,Casos recuperados,Río Negro,9
4195,2020-06-07T00:00:00,Casos recuperados,Rivera,14
4196,2020-06-07T00:00:00,Casos recuperados,Rocha,1
4197,2020-06-07T00:00:00,Casos recuperados,Salto,12
4198,2020-06-07T00:00:00,Casos recuperados,San José,5
4199,2020-06-07T00:00:00,Casos recuperados,Soriano,1
4200,2020-06-07T00:00:00,Casos recuperados,Tacuarembó,0
4201,2020-06-07T00:00:00,Casos recuperados,Treinta y Tres,12
4202,2020-06-07T00:00:00,Fallecidos,Artigas,0
4203,2020-06-07T00:00:00,Fallecidos,Canelones,2
4204,2020-06-07T00:00:00,Fallecidos,Cerro Largo,0
4205,2020-06-07T00:00:00,Fallecidos,Colonia,0
4206,2020-06-07T00:00:00,Fallecidos,Durazno,0
4207,2020-06-07T00:00:00,Fallecidos,Flores,0
4208,2020-06-07T00:00:00,Fallecidos,Florida,0
4209,2020-06-07T00:00:00,Fallecidos,Lavalleja,0
4210,2020-06-07T00:00:00,Fallecidos,Maldonado,4
4211,2020-06-07T00:00:00,Fallecidos,Montevideo,15
4212,2020-06-07T00:00:00,Fallecidos,Paysandú,0
4213,2020-06-07T00:00:00,Fallecidos,Río Negro,0
4214,2020-06-07T00:00:00,Fallecidos,Rivera,2
4215,2020-06-07T00:00:00,Fallecidos,Rocha,0
4216,2020-06-07T00:00:00,Fallecidos,Salto,0
4217,2020-06-07T00:00:00,Fallecidos,San José,0
4218,2020-06-07T00:00:00,Fallecidos,Soriano,0
4219,2020-06-07T00:00:00,Fallecidos,Tacuarembó,0
4220,2020-06-07T00:00:00,Fallecidos,Treinta y Tres,0
4221,2020-06-07T00:00:00,Personal de la salud  Confirmados,Todo el país,110
4222,2020-06-07T00:00:00,Personal de la salud  Recuperados,Todo el país,100
4223,2020-06-07T00:00:00,Personal de la salud  Activos,Todo el país,9
4224,2020-06-07T00:00:00,Personal de la salud  Fallecidos,Todo el país,1
4225,2020-06-07T00:00:00,Cantidad de Tests  Positivos,Todo el país,5
4226,2020-06-07T00:00:00,Cantidad de Tests  Negativos,Todo el país,398
4227,2020-06-07T00:00:00,Personas en CTI,Todo el país,4
4228,2020-06-07T00:00:00,Personas en CI,Todo el país,0
4229,2020-06-07T00:00:00,Fallecidos,Todo el país,23
4230,2020-06-07T00:00:00,Casos nuevos,Todo el país,0
4231,2020-06-08T00:00:00,Casos activos,Artigas,1
4232,2020-06-08T00:00:00,Casos activos,Canelones,10
4233,2020-06-08T00:00:00,Casos activos,Cerro Largo,1
4234,2020-06-08T00:00:00,Casos activos,Colonia,3
4235,2020-06-08T00:00:00,Casos activos,Durazno,0
4236,2020-06-08T00:00:00,Casos activos,Flores,1
4237,2020-06-08T00:00:00,Casos activos,Florida,0
4238,2020-06-08T00:00:00,Casos activos,Lavalleja,0
4239,2020-06-08T00:00:00,Casos activos,Maldonado,0
4240,2020-06-08T00:00:00,Casos activos,Montevideo,31
4241,2020-06-08T00:00:00,Casos activos,Paysandú,0
4242,2020-06-08T00:00:00,Casos activos,Río Negro,1
4243,2020-06-08T00:00:00,Casos activos,Rivera,33
4244,2020-06-08T00:00:00,Casos activos,Rocha,1
4245,2020-06-08T00:00:00,Casos activos,Salto,1
4246,2020-06-08T00:00:00,Casos activos,San José,1
4247,2020-06-08T00:00:00,Casos activos,Soriano,0
4248,2020-06-08T00:00:00,Casos activos,Tacuarembó,0
4249,2020-06-08T00:00:00,Casos activos,Treinta y Tres,0
4250,2020-06-08T00:00:00,Casos recuperados,Artigas,2
4251,2020-06-08T00:00:00,Casos recuperados,Canelones,101
4252,2020-06-08T00:00:00,Casos recuperados,Cerro Largo,0
4253,2020-06-08T00:00:00,Casos recuperados,Colonia,10
4254,2020-06-08T00:00:00,Casos recuperados,Durazno,1
4255,2020-06-08T00:00:00,Casos recuperados,Flores,1
4256,2020-06-08T00:00:00,Casos recuperados,Florida,0
4257,2020-06-08T00:00:00,Casos recuperados,Lavalleja,4
4258,2020-06-08T00:00:00,Casos recuperados,Maldonado,36
4259,2020-06-08T00:00:00,Casos recuperados,Montevideo,522
4260,2020-06-08T00:00:00,Casos recuperados,Paysandú,1
4261,2020-06-08T00:00:00,Casos recuperados,Río Negro,9
4262,2020-06-08T00:00:00,Casos recuperados,Rivera,20
4263,2020-06-08T00:00:00,Casos recuperados,Rocha,1
4264,2020-06-08T00:00:00,Casos recuperados,Salto,12
4265,2020-06-08T00:00:00,Casos recuperados,San José,5
4266,2020-06-08T00:00:00,Casos recuperados,Soriano,1
4267,2020-06-08T00:00:00,Casos recuperados,Tacuarembó,0
4268,2020-06-08T00:00:00,Casos recuperados,Treinta y Tres,12
4269,2020-06-08T00:00:00,Fallecidos,Artigas,0
4270,2020-06-08T00:00:00,Fallecidos,Canelones,2
4271,2020-06-08T00:00:00,Fallecidos,Cerro Largo,0
4272,2020-06-08T00:00:00,Fallecidos,Colonia,0
4273,2020-06-08T00:00:00,Fallecidos,Durazno,0
4274,2020-06-08T00:00:00,Fallecidos,Flores,0
4275,2020-06-08T00:00:00,Fallecidos,Florida,0
4276,2020-06-08T00:00:00,Fallecidos,Lavalleja,0
4277,2020-06-08T00:00:00,Fallecidos,Maldonado,4
4278,2020-06-08T00:00:00,Fallecidos,Montevideo,15
4279,2020-06-08T00:00:00,Fallecidos,Paysandú,0
4280,2020-06-08T00:00:00,Fallecidos,Río Negro,0
4281,2020-06-08T00:00:00,Fallecidos,Rivera,2
4282,2020-06-08T00:00:00,Fallecidos,Rocha,0
4283,2020-06-08T00:00:00,Fallecidos,Salto,0
4284,2020-06-08T00:00:00,Fallecidos,San José,0
4285,2020-06-08T00:00:00,Fallecidos,Soriano,0
4286,2020-06-08T00:00:00,Fallecidos,Tacuarembó,0
4287,2020-06-08T00:00:00,Fallecidos,Treinta y Tres,0
4288,2020-06-08T00:00:00,Personal de la salud  Confirmados,Todo el país,110
4289,2020-06-08T00:00:00,Personal de la salud  Recuperados,Todo el país,101
4290,2020-06-08T00:00:00,Personal de la salud  Activos,Todo el país,8
4291,2020-06-08T00:00:00,Personal de la salud  Fallecidos,Todo el país,1
4292,2020-06-08T00:00:00,Cantidad de Tests  Positivos,Todo el país,0
4293,2020-06-08T00:00:00,Cantidad de Tests  Negativos,Todo el país,464
4294,2020-06-08T00:00:00,Personas en CTI,Todo el país,4
4295,2020-06-08T00:00:00,Personas en CI,Todo el país,0
4296,2020-06-08T00:00:00,Fallecidos,Todo el país,23
4297,2020-06-08T00:00:00,Casos nuevos,Todo el país,0
4298,2020-06-09T00:00:00,Casos activos,Artigas,0
4299,2020-06-09T00:00:00,Casos activos,Canelones,9
4300,2020-06-09T00:00:00,Casos activos,Cerro Largo,1
4301,2020-06-09T00:00:00,Casos activos,Colonia,3
4302,2020-06-09T00:00:00,Casos activos,Durazno,0
4303,2020-06-09T00:00:00,Casos activos,Flores,1
4304,2020-06-09T00:00:00,Casos activos,Florida,0
4305,2020-06-09T00:00:00,Casos activos,Lavalleja,0
4306,2020-06-09T00:00:00,Casos activos,Maldonado,0
4307,2020-06-09T00:00:00,Casos activos,Montevideo,26
4308,2020-06-09T00:00:00,Casos activos,Paysandú,0
4309,2020-06-09T00:00:00,Casos activos,Río Negro,1
4310,2020-06-09T00:00:00,Casos activos,Rivera,25
4311,2020-06-09T00:00:00,Casos activos,Rocha,1
4312,2020-06-09T00:00:00,Casos activos,Salto,1
4313,2020-06-09T00:00:00,Casos activos,San José,1
4314,2020-06-09T00:00:00,Casos activos,Soriano,0
4315,2020-06-09T00:00:00,Casos activos,Tacuarembó,0
4316,2020-06-09T00:00:00,Casos activos,Treinta y Tres,0
4317,2020-06-09T00:00:00,Casos recuperados,Artigas,3
4318,2020-06-09T00:00:00,Casos recuperados,Canelones,100
4319,2020-06-09T00:00:00,Casos recuperados,Cerro Largo,0
4320,2020-06-09T00:00:00,Casos recuperados,Colonia,10
4321,2020-06-09T00:00:00,Casos recuperados,Durazno,1
4322,2020-06-09T00:00:00,Casos recuperados,Flores,1
4323,2020-06-09T00:00:00,Casos recuperados,Florida,0
4324,2020-06-09T00:00:00,Casos recuperados,Lavalleja,4
4325,2020-06-09T00:00:00,Casos recuperados,Maldonado,36
4326,2020-06-09T00:00:00,Casos recuperados,Montevideo,529
4327,2020-09-25T00:00:00,Fallecidos,Flores,0
4328,2020-09-25T00:00:00,Fallecidos,Florida,0
4329,2020-09-25T00:00:00,Fallecidos,Lavalleja,0
4330,2020-09-25T00:00:00,Fallecidos,Maldonado,4
4331,2020-09-25T00:00:00,Fallecidos,Montevideo,30
4332,2020-09-25T00:00:00,Fallecidos,Paysandú,0
4333,2020-09-25T00:00:00,Fallecidos,Río Negro,0
4334,2020-09-25T00:00:00,Fallecidos,Rivera,4
4335,2020-09-25T00:00:00,Fallecidos,Rocha,0
4336,2020-09-25T00:00:00,Fallecidos,Salto,1
4337,2020-09-25T00:00:00,Fallecidos,San José,0
4338,2020-09-25T00:00:00,Fallecidos,Soriano,1
4339,2020-09-25T00:00:00,Fallecidos,Tacuarembó,0
4340,2020-09-25T00:00:00,Fallecidos,Treinta y Tres,2
4341,2020-09-25T00:00:00,Personal de la salud  Confirmados ,Todo el país,280
4342,2020-09-25T00:00:00,Personal de la salud  Recuperados ,Todo el país,269
4343,2020-09-25T00:00:00,Personal de la salud  Activos ,Todo el país,10
4344,2020-09-25T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
4345,2020-09-25T00:00:00,Cantidad de Tests  Total ,Todo el país,1481
4346,2020-09-25T00:00:00,Cantidad de Tests ,Todo el país,0
4347,2020-09-27T00:00:00,Casos activos,Montevideo,132
4348,2020-06-09T00:00:00,Casos recuperados,Paysandú,1
4349,2020-06-09T00:00:00,Casos recuperados,Río Negro,9
4350,2020-06-09T00:00:00,Casos recuperados,Rivera,29
4351,2020-06-09T00:00:00,Casos recuperados,Rocha,1
4352,2020-06-09T00:00:00,Casos recuperados,Salto,12
4353,2020-06-09T00:00:00,Casos recuperados,San José,5
4354,2020-06-09T00:00:00,Casos recuperados,Soriano,1
4355,2020-06-09T00:00:00,Casos recuperados,Tacuarembó,0
4356,2020-06-09T00:00:00,Casos recuperados,Treinta y Tres,12
4357,2020-06-09T00:00:00,Fallecidos,Artigas,0
4358,2020-06-09T00:00:00,Fallecidos,Canelones,2
4359,2020-06-09T00:00:00,Fallecidos,Cerro Largo,0
4360,2020-06-09T00:00:00,Fallecidos,Colonia,0
4361,2020-06-09T00:00:00,Fallecidos,Durazno,0
4362,2020-06-09T00:00:00,Fallecidos,Flores,0
4363,2020-06-09T00:00:00,Fallecidos,Florida,0
4364,2020-06-09T00:00:00,Fallecidos,Lavalleja,0
4365,2020-06-09T00:00:00,Fallecidos,Maldonado,4
4366,2020-06-09T00:00:00,Fallecidos,Montevideo,15
4367,2020-06-09T00:00:00,Fallecidos,Paysandú,0
4368,2020-06-09T00:00:00,Fallecidos,Río Negro,0
4369,2020-06-09T00:00:00,Fallecidos,Rivera,2
4370,2020-06-09T00:00:00,Fallecidos,Rocha,0
4371,2020-06-09T00:00:00,Fallecidos,Salto,0
4372,2020-06-09T00:00:00,Fallecidos,San José,0
4373,2020-06-09T00:00:00,Fallecidos,Soriano,0
4374,2020-06-09T00:00:00,Fallecidos,Tacuarembó,0
4375,2020-06-09T00:00:00,Fallecidos,Treinta y Tres,0
4376,2020-06-09T00:00:00,Personal de la salud  Confirmados,Todo el país,110
4377,2020-06-09T00:00:00,Personal de la salud  Recuperados,Todo el país,101
4378,2020-06-09T00:00:00,Personal de la salud  Activos,Todo el país,8
4379,2020-06-09T00:00:00,Personal de la salud  Fallecidos,Todo el país,1
4380,2020-06-09T00:00:00,Cantidad de Tests  Positivos,Todo el país,1
4381,2020-06-09T00:00:00,Cantidad de Tests  Negativos,Todo el país,756
4382,2020-06-09T00:00:00,Personas en CTI,Todo el país,4
4383,2020-06-09T00:00:00,Personas en CI,Todo el país,0
4384,2020-06-09T00:00:00,Fallecidos,Todo el país,23
4385,2020-06-09T00:00:00,Casos nuevos,Todo el país,1
4386,2020-06-10T00:00:00,Casos activos,Artigas,0
4387,2020-06-10T00:00:00,Casos activos,Canelones,10
4388,2020-06-10T00:00:00,Casos activos,Cerro Largo,0
4389,2020-06-10T00:00:00,Casos activos,Colonia,3
4390,2020-06-10T00:00:00,Casos activos,Durazno,0
4391,2020-06-10T00:00:00,Casos activos,Flores,1
4392,2020-06-10T00:00:00,Casos activos,Florida,0
4393,2020-06-10T00:00:00,Casos activos,Lavalleja,0
4394,2020-06-10T00:00:00,Casos activos,Maldonado,0
4395,2020-06-10T00:00:00,Casos activos,Montevideo,24
4396,2020-06-10T00:00:00,Casos activos,Paysandú,0
4397,2020-06-10T00:00:00,Casos activos,Río Negro,1
4398,2020-06-10T00:00:00,Casos activos,Rivera,24
4399,2020-06-10T00:00:00,Casos activos,Rocha,1
4400,2020-06-10T00:00:00,Casos activos,Salto,1
4401,2020-06-10T00:00:00,Casos activos,San José,1
4402,2020-06-10T00:00:00,Casos activos,Soriano,0
4403,2020-06-10T00:00:00,Casos activos,Tacuarembó,0
4404,2020-06-10T00:00:00,Casos activos,Treinta y Tres,0
4405,2020-06-10T00:00:00,Casos recuperados,Artigas,3
4406,2020-06-10T00:00:00,Casos recuperados,Canelones,100
4407,2020-06-10T00:00:00,Casos recuperados,Cerro Largo,1
4408,2020-06-10T00:00:00,Casos recuperados,Colonia,10
4409,2020-06-10T00:00:00,Casos recuperados,Durazno,1
4410,2020-06-10T00:00:00,Casos recuperados,Flores,1
4411,2020-06-10T00:00:00,Casos recuperados,Florida,0
4412,2020-06-10T00:00:00,Casos recuperados,Lavalleja,4
4413,2020-06-10T00:00:00,Casos recuperados,Maldonado,36
4414,2020-06-10T00:00:00,Casos recuperados,Montevideo,531
4415,2020-06-10T00:00:00,Casos recuperados,Paysandú,1
4416,2020-06-10T00:00:00,Casos recuperados,Río Negro,9
4417,2020-06-10T00:00:00,Casos recuperados,Rivera,30
4418,2020-06-10T00:00:00,Casos recuperados,Rocha,1
4419,2020-06-10T00:00:00,Casos recuperados,Salto,12
4420,2020-06-10T00:00:00,Casos recuperados,San José,5
4421,2020-06-10T00:00:00,Casos recuperados,Soriano,1
4422,2020-06-10T00:00:00,Casos recuperados,Tacuarembó,0
4423,2020-06-10T00:00:00,Casos recuperados,Treinta y Tres,12
4424,2020-06-10T00:00:00,Fallecidos,Artigas,0
4425,2020-06-10T00:00:00,Fallecidos,Canelones,2
4426,2020-06-10T00:00:00,Fallecidos,Cerro Largo,0
4427,2020-06-10T00:00:00,Fallecidos,Colonia,0
4428,2020-06-10T00:00:00,Fallecidos,Durazno,0
4429,2020-06-10T00:00:00,Fallecidos,Flores,0
4430,2020-06-10T00:00:00,Fallecidos,Florida,0
4431,2020-06-10T00:00:00,Fallecidos,Lavalleja,0
4432,2020-06-10T00:00:00,Fallecidos,Maldonado,4
4433,2020-06-10T00:00:00,Fallecidos,Montevideo,15
4434,2020-06-10T00:00:00,Fallecidos,Paysandú,0
4435,2020-06-10T00:00:00,Fallecidos,Río Negro,0
4436,2020-06-10T00:00:00,Fallecidos,Rivera,2
4437,2020-06-10T00:00:00,Fallecidos,Rocha,0
4438,2020-06-10T00:00:00,Fallecidos,Salto,0
4439,2020-06-10T00:00:00,Fallecidos,San José,0
4440,2020-06-10T00:00:00,Fallecidos,Soriano,0
4441,2020-06-10T00:00:00,Fallecidos,Tacuarembó,0
4442,2020-06-10T00:00:00,Fallecidos,Treinta y Tres,0
4443,2020-06-10T00:00:00,Personal de la salud  Confirmados,Todo el país,110
4444,2020-06-10T00:00:00,Personal de la salud  Recuperados,Todo el país,101
4445,2020-06-10T00:00:00,Personal de la salud  Activos,Todo el país,8
4446,2020-06-10T00:00:00,Personal de la salud  Fallecidos,Todo el país,1
4447,2020-06-10T00:00:00,Cantidad de Tests  Positivos,Todo el país,1
4448,2020-06-10T00:00:00,Cantidad de Tests  Negativos,Todo el país,819
4449,2020-06-10T00:00:00,Personas en CTI,Todo el país,4
4450,2020-06-10T00:00:00,Personas en CI,Todo el país,0
4451,2020-06-10T00:00:00,Fallecidos,Todo el país,23
4452,2020-06-10T00:00:00,Casos nuevos,Todo el país,1
4453,2020-06-11T00:00:00,Casos activos,Artigas,0
4454,2020-06-11T00:00:00,Casos activos,Canelones,9
4455,2020-06-11T00:00:00,Casos activos,Cerro Largo ,0
4456,2020-06-11T00:00:00,Casos activos,Colonia,3
4457,2020-06-11T00:00:00,Casos activos,Durazno,0
4458,2020-06-11T00:00:00,Casos activos,Flores,1
4459,2020-06-11T00:00:00,Casos activos,Florida,0
4460,2020-06-11T00:00:00,Casos activos,Lavalleja,0
4461,2020-06-11T00:00:00,Casos activos,Maldonado,0
4462,2020-06-11T00:00:00,Casos activos,Montevideo,20
4463,2020-06-11T00:00:00,Casos activos,Paysandú,0
4464,2020-06-11T00:00:00,Casos activos,Río Negro,1
4465,2020-06-11T00:00:00,Casos activos,Rivera,16
4466,2020-06-11T00:00:00,Casos activos,Rocha,1
4467,2020-06-11T00:00:00,Casos activos,Salto,1
4468,2020-06-11T00:00:00,Casos activos,San José,0
4469,2020-06-11T00:00:00,Casos activos,Soriano,0
4470,2020-06-11T00:00:00,Casos activos,Tacuarembó,0
4471,2020-06-11T00:00:00,Casos activos,Treinta y Tres,0
4472,2020-06-11T00:00:00,Casos recuperados,Artigas,3
4473,2020-06-11T00:00:00,Casos recuperados,Canelones,101
4474,2020-06-11T00:00:00,Casos recuperados,Cerro Largo ,1
4475,2020-06-11T00:00:00,Casos recuperados,Colonia,10
4476,2020-06-11T00:00:00,Casos recuperados,Durazno,1
4477,2020-06-11T00:00:00,Casos recuperados,Flores,1
4478,2020-06-11T00:00:00,Casos recuperados,Florida,0
4479,2020-06-11T00:00:00,Casos recuperados,Lavalleja,4
4480,2020-06-11T00:00:00,Casos recuperados,Maldonado,36
4481,2020-06-11T00:00:00,Casos recuperados,Montevideo,535
4482,2020-06-11T00:00:00,Casos recuperados,Paysandú,1
4483,2020-06-11T00:00:00,Casos recuperados,Río Negro,9
4484,2020-06-11T00:00:00,Casos recuperados,Rivera,38
4485,2020-06-11T00:00:00,Casos recuperados,Rocha,1
4486,2020-06-11T00:00:00,Casos recuperados,Salto,12
4487,2020-06-11T00:00:00,Casos recuperados,San José,6
4488,2020-06-11T00:00:00,Casos recuperados,Soriano,1
4489,2020-06-11T00:00:00,Casos recuperados,Tacuarembó,0
4490,2020-06-11T00:00:00,Casos recuperados,Treinta y Tres,12
4491,2020-06-11T00:00:00,Fallecidos,Artigas,0
4492,2020-06-11T00:00:00,Fallecidos,Canelones,2
4493,2020-06-11T00:00:00,Fallecidos,Cerro Largo ,0
4494,2020-06-11T00:00:00,Fallecidos,Colonia,0
4495,2020-06-11T00:00:00,Fallecidos,Durazno,0
4496,2020-06-11T00:00:00,Fallecidos,Flores,0
4497,2020-06-11T00:00:00,Fallecidos,Florida,0
4498,2020-06-11T00:00:00,Fallecidos,Lavalleja,0
4499,2020-06-11T00:00:00,Fallecidos,Maldonado,4
4500,2020-06-11T00:00:00,Fallecidos,Montevideo,15
4501,2020-06-11T00:00:00,Fallecidos,Paysandú,0
4502,2020-06-11T00:00:00,Fallecidos,Río Negro,0
4503,2020-06-11T00:00:00,Fallecidos,Rivera,2
4504,2020-06-11T00:00:00,Fallecidos,Rocha,0
4505,2020-06-11T00:00:00,Fallecidos,Salto,0
4506,2020-06-11T00:00:00,Fallecidos,San José,0
4507,2020-06-11T00:00:00,Fallecidos,Soriano,0
4508,2020-06-11T00:00:00,Fallecidos,Tacuarembó,0
4509,2020-06-11T00:00:00,Fallecidos,Treinta y Tres,0
4510,2020-06-11T00:00:00,Personal de la salud  Confirmados ,Todo el país,0
4511,2020-06-11T00:00:00,Personal de la salud  Recuperados ,Todo el país,0
4512,2020-06-11T00:00:00,Personal de la salud  Activos ,Todo el país,0
4513,2020-06-11T00:00:00,Personal de la salud  Fallecidos ,Todo el país,0
4514,2020-06-11T00:00:00,Cantidad de Tests  Positivos ,Todo el país,0
4515,2020-06-11T00:00:00,Cantidad de Tests  Negativos ,Todo el país,0
4516,2020-06-11T00:00:00,Personas en CTI,Todo el país,0
4517,2020-06-11T00:00:00,Personas en CI,Todo el país,0
4518,2020-06-11T00:00:00,Fallecidos ,Todo el país,0
4519,2020-06-11T00:00:00,Casos nuevos ,Todo el país,0
4520,2020-06-12T00:00:00,Casos activos,Artigas,0
4521,2020-06-12T00:00:00,Casos activos,Canelones,7
4522,2020-06-12T00:00:00,Casos activos,Cerro Largo ,0
4523,2020-06-12T00:00:00,Casos activos,Colonia,3
4524,2020-06-12T00:00:00,Casos activos,Durazno,0
4525,2020-06-12T00:00:00,Casos activos,Flores,1
4526,2020-06-12T00:00:00,Casos activos,Florida,0
4527,2020-06-12T00:00:00,Casos activos,Lavalleja,0
4528,2020-06-12T00:00:00,Casos activos,Maldonado,0
4529,2020-06-12T00:00:00,Casos activos,Montevideo,17
4530,2020-06-12T00:00:00,Casos activos,Paysandú,0
4531,2020-06-12T00:00:00,Casos activos,Río Negro,1
4532,2020-06-12T00:00:00,Casos activos,Rivera,13
4533,2020-06-12T00:00:00,Casos activos,Rocha,1
4534,2020-06-12T00:00:00,Casos activos,Salto,1
4535,2020-06-12T00:00:00,Casos activos,San José,0
4536,2020-06-12T00:00:00,Casos activos,Soriano,0
4537,2020-06-12T00:00:00,Casos activos,Tacuarembó,0
4538,2020-06-12T00:00:00,Casos activos,Treinta y Tres,0
4539,2020-06-12T00:00:00,Casos recuperados,Artigas,3
4540,2020-06-12T00:00:00,Casos recuperados,Canelones,103
4541,2020-06-12T00:00:00,Casos recuperados,Cerro Largo ,1
4542,2020-06-12T00:00:00,Casos recuperados,Colonia,10
4543,2020-06-12T00:00:00,Casos recuperados,Durazno,1
4544,2020-06-12T00:00:00,Casos recuperados,Flores,1
4545,2020-06-12T00:00:00,Casos recuperados,Florida,0
4546,2020-06-12T00:00:00,Casos recuperados,Lavalleja,4
4547,2020-06-12T00:00:00,Casos recuperados,Maldonado,36
4548,2020-06-12T00:00:00,Casos recuperados,Montevideo,538
4549,2020-06-12T00:00:00,Casos recuperados,Paysandú,1
4550,2020-06-12T00:00:00,Casos recuperados,Río Negro,9
4551,2020-06-12T00:00:00,Casos recuperados,Rivera,41
4552,2020-06-12T00:00:00,Casos recuperados,Rocha,1
4553,2020-06-12T00:00:00,Casos recuperados,Salto,12
4554,2020-06-12T00:00:00,Casos recuperados,San José,6
4555,2020-06-12T00:00:00,Casos recuperados,Soriano,1
4556,2020-06-12T00:00:00,Casos recuperados,Tacuarembó,0
4557,2020-06-12T00:00:00,Casos recuperados,Treinta y Tres,12
4558,2020-06-12T00:00:00,Fallecidos,Artigas,0
4559,2020-06-12T00:00:00,Fallecidos,Canelones,2
4560,2020-06-12T00:00:00,Fallecidos,Cerro Largo ,0
4561,2020-06-12T00:00:00,Fallecidos,Colonia,0
4562,2020-06-12T00:00:00,Fallecidos,Durazno,0
4563,2020-06-12T00:00:00,Fallecidos,Flores,0
4564,2020-06-12T00:00:00,Fallecidos,Florida,0
4565,2020-06-12T00:00:00,Fallecidos,Lavalleja,0
4566,2020-06-12T00:00:00,Fallecidos,Maldonado,4
4567,2020-06-12T00:00:00,Fallecidos,Montevideo,15
4568,2020-06-12T00:00:00,Fallecidos,Paysandú,0
4569,2020-06-12T00:00:00,Fallecidos,Río Negro,0
4570,2020-06-12T00:00:00,Fallecidos,Rivera,2
4571,2020-06-12T00:00:00,Fallecidos,Rocha,0
4572,2020-06-12T00:00:00,Fallecidos,Salto,0
4573,2020-06-12T00:00:00,Fallecidos,San José,0
4574,2020-06-12T00:00:00,Fallecidos,Soriano,0
4575,2020-06-12T00:00:00,Fallecidos,Tacuarembó,0
4576,2020-06-12T00:00:00,Fallecidos,Treinta y Tres,0
4577,2020-06-12T00:00:00,Personal de la salud  Confirmados ,Todo el país,110
4578,2020-06-12T00:00:00,Personal de la salud  Recuperados ,Todo el país,105
4579,2020-06-12T00:00:00,Personal de la salud  Activos ,Todo el país,4
4580,2020-06-12T00:00:00,Personal de la salud  Fallecidos ,Todo el país,1
4581,2020-06-12T00:00:00,Cantidad de Tests  Positivos ,Todo el país,3
4582,2020-06-12T00:00:00,Cantidad de Tests  Negativos ,Todo el país,762
4583,2020-06-12T00:00:00,Personas en CTI,Todo el país,3
4584,2020-06-12T00:00:00,Personas en CI,Todo el país,0
4585,2020-06-12T00:00:00,Fallecidos ,Todo el país,23
4586,2020-06-12T00:00:00,Casos nuevos ,Todo el país,0
4587,2020-06-13T00:00:00,Casos activos,Artigas,0
4588,2020-06-13T00:00:00,Casos activos,Canelones,7
4589,2020-06-13T00:00:00,Casos activos,Cerro Largo ,0
4590,2020-06-13T00:00:00,Casos activos,Colonia,3
4591,2020-06-13T00:00:00,Casos activos,Durazno,0
4592,2020-06-13T00:00:00,Casos activos,Flores,1
4593,2020-06-13T00:00:00,Casos activos,Florida,0
4594,2020-06-13T00:00:00,Casos activos,Lavalleja,0
4595,2020-06-13T00:00:00,Casos activos,Maldonado,0
4596,2020-06-13T00:00:00,Casos activos,Montevideo,16
4597,2020-06-13T00:00:00,Casos activos,Paysandú,0
4598,2020-07-13T00:00:00,Casos activos,Canelones,4
4599,2020-07-13T00:00:00,Casos activos,Cerro Largo ,4
4600,2020-07-13T00:00:00,Casos activos,Colonia,0
4601,2020-07-13T00:00:00,Casos activos,Durazno,0
4602,2020-07-13T00:00:00,Casos activos,Flores,0
4603,2020-07-13T00:00:00,Casos activos,Florida,0
4604,2020-07-13T00:00:00,Casos activos,Lavalleja,0
4605,2020-07-13T00:00:00,Casos activos,Maldonado,4
4606,2020-07-13T00:00:00,Casos activos,Montevideo,14
4607,2020-07-13T00:00:00,Casos activos,Paysandú,1
4608,2020-07-13T00:00:00,Casos activos,Río Negro,0
4609,2020-07-13T00:00:00,Casos activos,Rivera,1
4610,2020-07-13T00:00:00,Casos activos,Rocha,0
4611,2020-07-13T00:00:00,Casos activos,Salto,0
4612,2020-07-13T00:00:00,Casos activos,San José,0
4613,2020-07-13T00:00:00,Casos activos,Soriano,0
4614,2020-07-13T00:00:00,Casos activos,Tacuarembó,3
4615,2020-07-13T00:00:00,Casos activos,Treinta y Tres,21
4616,2020-07-13T00:00:00,Casos recuperados,Artigas,3
4617,2020-07-13T00:00:00,Casos recuperados,Canelones,115
4618,2020-07-13T00:00:00,Casos recuperados,Cerro Largo ,1
4619,2020-07-13T00:00:00,Casos recuperados,Colonia,13
4620,2020-07-13T00:00:00,Casos recuperados,Durazno,1
4621,2020-07-13T00:00:00,Casos recuperados,Flores,2
4622,2020-07-13T00:00:00,Casos recuperados,Florida,0
4623,2020-07-13T00:00:00,Casos recuperados,Lavalleja,4
4624,2020-07-13T00:00:00,Casos recuperados,Maldonado,36
4625,2020-07-13T00:00:00,Casos recuperados,Montevideo,562
4626,2020-07-13T00:00:00,Casos recuperados,Paysandú,1
